0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,#100
2.6625,9.2439,3.7884,10.005,2.8354,1.5071,1.0689,0.37278,1.093,1.7492,1.1065,0.11385,0.63746,0.072852,0.6821,0.45772,0.76011,0.33211,0.46028,0.50299,0.066671,0.50262,1.2026,1.1726,1.2634,0.095663,0.55203,0.70055,0.36686,0.53766,1.2481,0.58618,0.94946,0.64971,0.21297,0.38368,0.58828,0.74642,0.33181,0.26678,0.22438,0.086648,0.57741,0.29878,0.39479,0.42764,0.47038,0.51013,0.39379,0.2978,0.085343,0.42834,0.047399,0.16866,0.28105,0.094448,0.19253,0.26773,0.3063,0.20216,0.30595,0.15621,0.25369,0.44966,0.33542,0.30716,0.20406,0.16341,0.29234,0.22865,0.050097,0.15786,0.32782,0.073985,0.20274,0.070736,0.22699,0.098383,0.28224,0.13119,0.32303,0.13116,0.19708,0.054471,0.18749,0.3257,0.18151,0.1552,0.10096,0.10254,0.081084,0.1006,0.076506,0.036299,0.04394,0.079344,0.09883,0.042782,0.037728,0.055387,0
2.0672,18.758,4.2812,3.2148,6.4114,1.1345,0.64514,0.83646,1.1174,0.75209,0.34916,0.53384,0.86694,0.79687,0.99364,0.81964,0.91623,0.43591,1.0522,1.4049,0.15778,0.28496,1.5986,0.63482,0.71558,1.6605,0.33573,0.11869,0.55702,1.9419,1.769,1.4133,0.37799,0.95476,0.2875,0.29757,0.35801,0.46407,0.36911,0.3246,0.14746,0.78541,0.54802,0.67112,1.1683,1.2107,0.83741,0.28292,0.30314,0.27944,0.36599,0.1463,0.090158,0.34257,0.18793,0.2229,0.11267,0.12198,0.23429,0.1622,0.29288,0.10985,0.31383,0.22712,0.19582,0.085322,0.18152,0.10174,0.090695,0.25913,0.37559,0.36066,0.11371,0.073396,0.40083,0.16437,0.22673,0.064831,0.17974,0.14395,0.02164,0.09566,0.11886,0.082615,0.088101,0.075726,0.06655,0.055023,0.071929,0.037442,0.028382,0.049302,0.048926,0.037394,0.030129,0.10133,0.046295,0.038778,0.042708,0.056741,0
2.1967,8.5282,4.352,3.6836,1.4721,0.92175,0.24118,0.41558,0.71764,0.97894,0.32097,1.4066,0.76355,0.20527,0.64328,0.19487,0.66421,0.32498,0.55896,0.94104,0.09529,1.6987,0.32934,0.93255,0.31895,1.2563,0.50151,0.60812,0.94019,1.4851,0.99621,0.47667,0.3986,0.31233,0.43542,0.72263,0.45384,0.049654,0.24671,0.28253,0.32626,0.26808,0.20297,0.79194,0.43333,0.3625,0.54197,0.089894,0.085825,0.027047,0.029001,0.028508,0.027064,0.020383,0.017328,0.046018,0.066852,0.057602,0.060185,0.097511,0.12486,0.034656,0.047589,0.068102,0.023426,0.027259,0.039693,0.079356,0.048864,0.030861,0.036339,0.015499,0.026347,0.022118,0.022724,0.0089223,0.0029312,0.017886,0.0091474,0.0028514,0.012246,0.025148,0.036713,0.0045193,0.026863,0.036294,0.027097,0.018079,0.023738,0.0043794,0.017426,0.010484,0.022415,0.0151,0.0084804,0.02449,0.019458,0.020088,0.0072498,0.0038959,0
1.1277,3.6548,5.657,1.744,0.58974,0.24189,0.65973,0.23349,0.19922,0.17022,0.18036,0.058067,0.65757,0.28043,0.51334,0.36809,0.17877,0.29503,0.24316,0.32405,0.56504,0.7605,0.23585,0.061327,1.0661,0.35117,0.39089,0.30135,0.38041,1.0201,0.26991,0.40334,0.38011,0.092655,0.17617,0.22149,0.50976,0.31195,0.17215,0.075409,0.056949,0.34583,0.23856,0.21326,0.26174,0.40894,0.054292,0.20501,0.049647,0.074759,0.021917,0.022143,0.021966,0.021446,0.0204,0.021006,0.026196,0.016513,0.033296,0.085752,0.027315,0.046263,0.020576,0.026732,0.054232,0.020468,0.033142,0.067962,0.032772,0.034601,0.018389,0.023804,0.012983,0.017827,0.014848,0.013657,0.0099005,0.028206,0.011849,0.020878,0.027323,0.0037582,0.0051653,0.014277,0.0055724,0.020502,0.024965,0.007357,0.015046,0.02748,0.017558,0.015348,0.015497,0.017088,0.016802,0.01585,0.012291,0.015448,0.016461,0.014604,0
0.20874,0.57752,1.646,0.66572,0.2901,0.17248,0.19088,0.21512,0.14847,0.11794,0.021917,0.14968,0.098896,0.016944,0.074595,0.12729,0.090553,0.077998,0.10795,0.18126,0.19106,0.033364,0.12833,0.32769,0.22238,0.12693,0.047101,0.17663,0.26683,0.050744,0.060889,0.057262,0.13975,0.12033,0.060827,0.033327,0.046865,0.16008,0.043844,0.024968,0.034288,0.026036,0.053238,0.10374,0.11584,0.054862,0.098748,0.066983,0.044885,0.030445,0.023946,0.023352,0.020867,0.020979,0.021033,0.021403,0.022654,0.033656,0.023164,0.0075191,0.022516,0.025216,0.028757,0.011846,0.027675,0.016056,0.011856,0.0079066,0.022916,0.021148,0.017181,0.020181,0.018421,0.015497,0.014,0.013993,0.016208,0.013009,0.01402,0.014293,0.012006,0.013632,0.0093757,0.013836,0.014902,0.017537,0.01101,0.010692,0.011711,0.010524,0.011917,0.012449,0.012596,0.013897,0.01261,0.010328,0.01083,0.011341,0.011352,0.0129,0
1.4931,3.8947,2.1704,4.4172,1.6282,2.9282,1.3298,1.3369,1.6802,2.3291,1.6639,1.9353,1.6527,0.99606,2.0703,1.5742,1.79,2.3967,3.7012,0.72536,1.8079,4.3423,1.9496,3.122,3.7151,1.2708,1.4878,1.6747,1.6429,1.7934,1.2742,1.8796,3.052,1.5667,1.7353,1.0926,0.70749,1.861,2.0311,1.8145,0.36177,1.1438,0.55796,0.32148,0.42522,1.9,0.89862,1.1228,1.481,2.1419,0.927,0.55915,0.96862,0.55894,0.41821,0.47974,0.5882,0.62202,0.2476,0.48294,0.96063,0.52745,0.51571,0.8218,1.2551,0.9472,0.28699,0.18593,0.30678,0.22251,0.61906,0.38003,0.6396,0.40132,0.080498,0.12053,0.64748,0.72164,0.3251,0.54649,0.11301,0.22853,0.42187,0.20435,0.17594,0.55503,0.35848,0.71705,0.57351,0.3245,0.1334,0.2019,0.79467,0.45018,0.60654,0.15359,0.41297,0.12154,0.36877,0.41783,0
1.5229,0.53623,1.4329,6.15,2.209,0.56794,0.86318,1.2405,0.83789,2.2854,1.9409,5.0816,1.1403,1.1464,1.7504,2.3174,1.7688,3.2544,1.9275,3.3136,4.0576,3.1014,1.5709,2.1679,2.1932,2.9668,1.0655,5.7885,0.54672,1.5269,1.3224,4.9101,1.162,1.8769,2.6398,4.3545,2.7661,0.23851,1.085,0.4945,0.88407,1.9591,1.1059,0.46673,0.54685,1.202,0.24895,0.52193,1.1014,0.46055,0.43467,0.53789,0.16919,0.2594,0.42335,0.5635,0.44554,0.35079,0.4958,0.88017,0.45593,0.14786,0.36434,0.22668,0.070754,0.063333,0.074029,0.30487,0.31051,0.051057,0.25385,0.20664,0.20907,0.19761,0.074777,0.067758,0.028498,0.23868,0.068306,0.38368,0.15855,0.20454,0.11533,0.10438,0.15259,0.13247,0.17979,0.23277,0.10384,0.094255,0.10659,0.11954,0.021188,0.019353,0.21328,0.059142,0.05977,0.084685,0.046268,0.052132,0
0.40173,3.6511,1.4966,1.0373,3.9766,1.1252,1.6571,0.81987,0.26842,2.7091,1.4238,1.7109,2.477,0.84754,0.65822,1.5705,2.1688,1.4685,3.8688,4.5413,4.0318,1.3519,4.9473,3.0871,3.2025,3.4499,1.6083,2.2061,0.21991,1.7102,1.9489,2.9042,3.1448,0.55758,3.0674,1.6057,1.1641,2.1921,0.6866,0.78286,1.9954,0.63291,1.6023,2.4604,0.099798,3.6549,0.70048,1.715,1.3236,1.4195,1.1031,0.86957,0.51447,0.24343,0.18326,0.53389,0.76609,0.76569,0.29789,1.1898,1.0108,0.17428,0.34543,0.59533,1.0666,0.15094,0.36998,0.31889,0.38389,0.25788,0.33576,0.21814,0.65392,0.22491,0.92968,0.26708,0.11437,0.35982,0.38381,0.51566,0.48828,0.13611,0.34213,0.18048,0.77531,0.25725,0.076202,0.091439,0.46895,0.30734,0.09184,0.18769,0.19763,0.11513,0.2322,0.17954,0.27002,0.3015,0.1505,0.24195,0
14.09,21.553,2.0192,0.64803,3.2119,4.7834,0.95073,3.0139,3.0276,5.0464,1.3085,4.2292,3.9653,2.373,4.1815,5.2835,0.63229,2.0192,1.3931,6.1238,4.7739,4.8525,3.2342,3.2275,5.0176,0.81281,0.95653,3.9279,6.4811,3.581,1.4393,6.4018,7.3987,6.0013,1.021,4.1217,5.1313,1.0423,1.23,3.3326,3.9301,4.5387,0.50583,1.7422,3.371,1.6818,1.8162,0.14177,2.0405,1.3311,1.8937,2.7152,2.9965,2.1476,3.2188,2.8985,3.3217,2.8093,1.7167,3.0321,4.3107,1.6819,0.78516,0.55587,0.085434,0.21209,0.3317,0.46927,1.4847,0.76525,0.72876,0.83919,1.5674,0.58867,0.68305,1.0152,0.4178,0.54156,0.17758,0.22778,0.63859,0.87846,0.58493,0.89933,0.47407,1.1012,0.44187,0.13811,0.61285,0.26504,0.51592,0.39254,0.71357,0.65328,0.17118,0.097787,0.13935,0.095675,0.01866,0.37357,0
25.83,16.363,3.1931,2.3223,2.2812,1.6024,2.2801,0.67119,1.2973,0.64267,0.81631,2.3016,2.394,1.4584,0.94661,2.4017,1.4456,0.22754,0.76525,1.1127,2.1119,1.3709,0.75311,5.0863,2.29,3.6986,2.1564,1.2696,1.172,1.4445,1.469,2.1142,1.5944,2.5733,4.9052,1.1098,2.3002,1.4202,2.3477,2.4713,1.317,1.7938,0.63232,0.89803,0.43567,1.8484,0.19562,2.22,1.0571,1.2292,0.66343,0.90718,0.37246,0.85585,1.0865,0.57941,0.6685,1.1801,0.65911,0.34888,0.91779,0.49587,0.52165,0.21867,0.39586,0.15174,0.74324,0.38053,0.27573,0.2466,0.19815,0.67601,0.6259,0.66396,0.5185,0.25021,0.51238,0.73908,0.38977,0.18108,0.32111,0.76648,0.78473,0.48326,0.63342,0.56709,0.24314,0.48834,0.049354,0.14834,0.36968,0.49657,0.84989,0.20394,0.55326,0.29639,0.21522,0.21306,0.036416,0.12462,0
27.309,7.6345,7.8865,3.5274,1.2229,3.624,2.6627,4.0064,1.6828,1.3358,1.0023,2.3222,1.0876,1.5002,2.0921,1.5338,2.5364,1.77,2.8107,0.86287,2.1841,3.8222,1.3072,2.8513,3.7146,1.6063,1.8718,3.0254,1.2873,2.9063,2.2169,3.155,1.3465,1.2944,0.84533,0.31681,1.4554,0.69038,0.80146,1.7003,0.80002,0.9432,0.68131,1.2246,0.20431,2.9782,0.81322,1.2011,1.8393,0.65988,0.55664,1.3954,1.4119,1.2582,0.66874,0.38794,1.0309,2.3664,0.2026,0.83857,0.7505,0.71649,0.39956,1.4007,0.92236,0.21743,0.39043,0.15524,0.35923,0.57547,0.37762,0.44901,1.0622,0.35807,0.032075,0.48751,0.34441,0.40711,0.79731,0.31095,0.71993,0.05487,0.41474,0.59169,0.26695,0.32754,0.23597,0.21124,0.4917,0.24861,0.14654,0.2372,0.082141,0.34683,0.32275,0.33918,0.20919,0.19084,0.25412,0.2883,0
2.5487,4.9155,5.3416,3.7822,4.6567,1.3781,1.3534,1.9725,1.2911,1.3938,3.2895,2.1566,3.0213,2.1227,1.119,4.5043,1.0444,0.76124,3.1877,2.1865,2.7348,2.2878,5.882,3.8954,3.6001,1.8485,0.92242,2.2587,1.0177,4.0061,0.72988,0.62238,3.974,0.9356,3.2779,2.582,2.8892,0.49241,1.3769,1.2911,1.2734,0.26613,1.2375,2.2715,0.21662,2.4166,1.5669,1.0088,0.30912,1.8695,0.44617,0.5109,0.46353,0.3294,1.0638,1.0632,0.17797,0.63892,0.55914,0.56177,0.72274,0.29756,0.31732,0.34756,0.38818,0.78286,0.4712,0.30338,0.078654,0.44891,0.30238,0.10825,0.22823,0.41495,0.1275,0.16045,0.41653,0.64822,0.23528,0.14048,0.32224,0.24702,0.49113,0.16247,0.078164,0.47066,0.53125,0.066914,0.19576,0.40512,0.38492,0.19225,0.28703,0.33252,0.14326,0.074609,0.066545,0.15277,0.16861,0.16997,0
8.5822,11.944,10.548,2.068,4.8582,10.88,4.2499,5.024,1.8218,1.163,0.51997,0.39642,0.76247,1.2239,0.81118,1.4243,1.8654,1.9598,7.6147,2.0721,1.9775,7.5154,5.4372,10.306,2.0394,6.7658,0.67198,2.2129,5.0756,3.1176,5.4925,3.3044,5.3441,1.6493,5.4213,0.75762,2.524,4.1863,2.5726,1.9674,0.45189,1.9992,1.1599,0.44424,1.4267,1.8961,2.6005,0.67482,2.1657,4.0449,1.6235,0.81096,1.3027,1.0421,1.2007,1.4869,2.9329,0.8824,0.63061,0.91815,0.97975,0.28084,1.134,1.0242,0.84295,1.2002,0.84423,0.96573,0.50479,0.56882,0.90552,0.29823,0.6298,0.88599,0.75332,0.42545,0.60853,0.16322,0.72588,0.31755,1.1361,0.80405,1.0936,0.20275,0.14012,0.21974,0.43963,0.2236,0.98708,0.23253,0.47585,0.10219,0.40188,0.24896,0.032829,0.39103,0.22002,0.24318,0.25231,0.33755,0
5.7337,16.58,2.8125,4.4061,2.3249,2.3809,0.9816,4.3616,1.5592,4.6127,0.98642,0.55151,6.5515,0.83972,1.8185,1.8419,1.8129,0.36748,1.4678,0.72797,4.9484,4.2418,6.6944,3.3308,1.4094,5.0897,2.1369,0.50506,2.4665,3.7986,2.2922,1.2028,2.8992,2.6161,1.4967,3.6584,2.3933,2.0408,1.3133,1.318,1.7978,0.98549,1.4945,1.4324,1.7674,1.5336,2.2463,1.9315,0.87416,0.33481,1.1069,2.7264,1.3999,3.7019,1.7323,2.4863,1.8526,1.0392,2.2882,1.1626,3.282,0.79748,1.6874,1.3627,2.2516,0.45355,0.1813,1.2429,1.9329,1.7613,0.69834,1.7046,1.1064,0.34103,0.76468,1.0128,1.2134,1.2885,0.38104,0.33436,0.29112,0.37809,0.50168,0.75238,1.2439,0.66178,0.10007,0.16342,0.54454,0.52962,0.74944,0.62828,0.76514,0.13518,0.32826,0.47339,0.13294,0.44927,0.73296,0.5572,0
3.7549,10.433,6.0199,2.8238,0.66049,1.8127,0.97477,2.0504,3.112,1.7876,3.9213,3.1,1.4161,0.75538,2.6791,1.1529,4.3068,2.4951,9.5585,3.8804,1.598,3.8893,3.763,5.5623,0.51161,3.1505,2.1303,5.2127,1.7,2.0478,4.8626,2.2553,1.8304,0.32137,1.3478,0.90399,1.9203,1.3007,1.4704,2.7307,0.58523,1.5429,0.92008,0.77384,1.5674,1.5286,2.2303,0.61893,0.65118,0.22456,0.74348,0.56657,0.62639,0.87523,0.27061,0.3219,0.39354,0.27812,0.22644,0.15885,0.33826,0.68579,0.18044,0.25121,0.24911,0.31111,0.22772,0.10655,0.35824,0.42088,0.25433,0.47492,0.44462,0.22031,0.57533,0.60992,0.5551,0.26793,0.42587,0.67124,0.39235,0.33536,0.17325,0.16422,0.27012,0.27679,0.21833,0.3065,0.16577,0.16154,0.12333,0.35035,0.26249,0.23316,0.1183,0.022875,0.17236,0.14666,0.17522,0.13826,0
3.1786,34.651,15.909,2.8436,1.562,5.9929,1.4859,3.1348,3.4228,0.87945,0.23521,1.0885,3.9836,3.2424,1.7122,0.90666,2.3538,1.0867,2.3134,0.23849,1.8295,2.8967,2.6452,3.4933,3.7479,4.2426,2.0068,1.6823,2.9016,5.4907,2.5904,1.329,2.2612,2.0601,0.49129,2.4632,2.1618,1.2058,1.8592,3.9965,3.1598,3.1958,0.93898,3.8578,2.2304,1.5837,1.4263,1.1112,3.1063,1.5473,3.1285,1.1715,0.11011,3.9657,0.77443,2.0813,1.8422,1.5151,1.6727,4.093,1.0438,1.5497,1.6565,2.5667,1.1605,2.3292,1.4682,0.6567,2.21,1.2382,1.7885,1.5819,0.27956,0.66267,0.57155,1.1723,0.25691,0.51464,0.88194,0.75004,2.1041,1.4177,0.18498,0.7165,1.5552,0.9289,0.49181,0.41632,0.72328,0.25123,0.5698,0.97809,0.26026,0.59149,0.58369,0.47389,0.95351,0.26536,0.42759,0.37839,0
12.86,8.5531,14.537,3.6819,6.5254,2.6375,4.5879,0.94275,2.6374,0.48426,7.4537,3.8655,0.76069,2.3377,2.0727,2.6391,2.0881,3.1872,3.0991,5.01,2.5296,2.7768,3.3891,3.1792,2.7029,2.2695,0.85832,2.4477,0.7018,4.8916,3.8159,2.2687,2.8972,5.1065,1.8705,3.0803,2.3116,0.98233,3.9484,2.53,1.5643,1.672,2.2521,2.5693,1.8256,2.7508,1.4516,1.8043,1.422,1.3642,1.0688,1.0064,0.85546,1.7159,2.3498,2.277,3.1681,3.3664,1.2961,1.013,0.93144,0.45195,0.63335,0.96399,2.1166,0.7419,1.0903,0.26337,0.46721,0.99456,0.41017,0.47623,0.90833,1.0449,0.74362,0.4127,0.84043,0.87386,0.49088,0.30489,0.56265,0.40911,0.62237,0.76521,0.74332,0.87183,0.66703,0.45963,0.33097,0.52826,0.55058,0.44249,0.60844,0.66744,0.69794,0.47605,0.30729,0.26058,0.13298,0.17545,0
21.142,5.9273,3.9235,3.3437,5.2921,3.3207,1.7436,2.641,2.0959,0.59093,1.8949,1.2527,1.6338,6.0615,1.7103,2.5122,7.1427,7.0218,5.0221,2.37,1.4479,1.8261,6.2219,9.8904,4.4941,1.7928,6.4252,1.5968,3.5847,3.5009,4.7355,1.1908,2.5522,2.0534,4.3566,3.2858,2.4605,2.1681,1.1406,1.855,0.47059,1.9788,0.96459,1.4581,1.5053,1.6575,1.4679,0.75333,0.7751,0.62712,1.0222,0.45401,0.53016,0.63828,0.41726,1.5996,0.368,0.11626,1.4912,0.22986,0.57959,0.548,1.0161,0.65951,0.80982,0.083415,0.62796,0.45744,0.32169,0.67044,0.81769,0.73414,0.1135,0.69594,0.2128,0.73974,0.46537,0.45537,0.8156,0.45764,0.37073,0.35419,0.46583,0.66754,0.48911,0.62714,0.1632,0.36269,0.19456,0.66721,0.69141,0.39685,0.1999,0.51757,0.037676,0.52619,0.12259,0.2582,0.22979,0.11279,0
1.132,23.548,2.1255,1.2963,1.8406,0.55523,1.8747,3.8185,4.6976,23.628,3.8651,2.6267,1.7142,3.3342,1.0344,1.9623,2.5332,3.5068,3.8044,1.7194,2.5475,1.9801,3.39,8.2811,2.5026,3.4934,3.316,6.1209,2.5085,4.4256,3.2488,2.3744,1.8236,4.5514,1.047,1.5519,2.2628,3.3463,1.881,1.2259,6.9022,1.6355,2.1258,2.8505,1.3223,2.9296,1.4647,2.8735,1.3683,2.0099,0.66098,2.3783,0.30726,1.9501,0.45173,0.67639,1.129,2.0661,0.55217,2.5756,1.6534,1.832,0.24691,1.1622,0.69981,0.97836,0.9936,1.175,0.60996,1.1233,0.10426,0.88531,1.377,0.60974,0.76552,0.44089,0.3349,1.1508,0.16166,0.61173,0.89984,0.16703,0.23165,0.37063,0.44178,0.55943,0.38552,0.66269,0.6396,0.93933,0.20325,0.27831,0.61304,0.39318,0.22237,0.15616,0.3671,0.2726,0.10165,0.15492,0
0.42969,0.47026,3.1466,4.5509,5.1115,2.3601,1.0566,2.9507,1.4041,1.7954,0.98901,1.6189,1.334,1.269,0.49864,1.9598,3.9039,0.5296,0.8961,1.611,1.368,0.64456,3.3688,3.4536,3.0564,2.642,4.1054,2.5729,1.0892,3.6252,0.83308,4.0053,1.2926,2.4995,1.8007,1.9281,1.6811,1.3979,1.7723,1.0061,2.1444,0.60921,1.3664,0.97183,0.74922,2.4348,0.58489,1.6135,0.89703,0.14171,1.221,0.43244,0.32808,0.15318,0.63758,0.36201,0.61772,0.08094,0.23784,0.12026,0.73596,0.47793,0.503,0.41788,0.51358,0.1769,0.67174,0.86235,0.54395,0.3839,0.29017,0.30748,0.4441,0.12615,0.57812,0.019553,0.17336,0.35099,0.18636,0.30831,0.1398,0.82535,0.62755,0.62721,0.36212,0.44808,0.49879,0.28458,0.23951,0.39851,0.28801,0.28856,0.24918,0.17321,0.014937,0.1271,0.34634,0.078364,0.29065,0.16236,0
5.5062,4.8761,4.2563,4.4062,2.8298,0.73047,0.94827,2.1953,1.7641,2.9764,0.78753,1.2743,2.3566,3.6257,1.6634,2.3884,1.1513,3.509,2.3567,1.3171,2.4976,1.227,4.3776,1.7457,0.98727,3.9296,2.4788,3.4984,1.0637,5.1903,3.488,1.425,3.9405,3.5276,2.4574,3.2718,2.4081,4.0487,1.834,1.8681,3.3432,0.68684,2.345,0.87939,1.0542,1.3271,1.0178,0.57143,1.7561,2.4836,1.5762,1.6386,1.7386,1.2913,0.31975,1.3619,1.2366,1.4434,0.78471,0.33449,3.9162,1.4794,0.16938,2.2642,0.36866,1.0154,3.1058,1.6084,0.87563,0.85857,0.28623,1.1892,0.56803,1.1078,0.53278,0.1341,0.82077,0.69837,0.61784,0.73627,0.51089,0.13479,1.1864,0.80561,0.73443,0.087425,0.60014,0.57582,0.33041,0.34358,0.24764,0.25231,0.25792,0.052212,0.30389,0.05123,0.24819,0.22259,0.17049,0.31265,0
5.453,24.193,16.47,7.0533,6.9365,3.1997,0.73106,1.0104,3.422,0.83304,1.0067,2.0916,0.72165,0.94127,2.5237,2.6373,1.0627,2.8931,4.9229,3.2807,2.4417,0.83298,3.1098,6.1664,2.0169,0.95759,1.7162,4.7971,0.69671,2.2167,0.80791,1.7382,1.1797,5.4212,3.082,0.92056,3.2826,2.7589,0.096155,2.4187,0.59827,2.4352,2.7126,1.1818,3.0369,2.532,0.98781,2.9217,4.7636,1.7475,1.1576,2.8234,2.0389,1.1957,0.44959,0.50766,2.251,1.8952,1.0793,2.1844,1.8433,1.7241,0.64292,0.9612,1.9676,0.65676,1.136,1.095,1.5738,1.6949,0.28457,0.85736,2.157,0.27234,0.73454,1.1732,1.599,0.68198,0.36234,0.2914,0.44784,0.9775,0.46433,0.46126,0.20347,0.50695,0.58213,0.24774,0.40093,0.057211,0.25265,0.24004,0.43068,0.22014,0.1539,0.29745,0.24954,0.10374,0.21003,0.49663,0
3.8928,6.937,2.1674,2.8394,0.96125,2.6218,0.51528,2.9736,3.2671,0.56375,1.8579,1.9781,2.3051,2.9915,1.503,2.3491,0.68984,2.2278,2.1583,1.3385,2.9033,4.1949,5.5556,3.9293,4.3232,2.8601,1.1828,3.0261,0.75566,1.6484,1.3252,1.1123,2.158,1.6307,0.44532,0.37096,1.1513,1.0853,2.0244,1.0147,0.27292,0.86859,1.8256,1.0371,0.88115,0.99624,0.36287,1.6506,1.2183,1.6437,0.74151,0.40777,0.93599,0.8533,0.93554,0.29877,0.44682,0.55797,0.67471,1.1535,0.45325,0.57111,0.70598,0.2309,0.61228,0.59212,0.20733,0.18474,0.4452,0.35649,0.62175,0.18761,0.28429,0.41294,0.24657,0.50424,0.44896,0.50235,0.21361,0.36717,0.32218,0.14175,0.14991,0.19055,0.11992,0.048877,0.068635,0.20907,0.23006,0.28895,0.20142,0.091966,0.29899,0.065698,0.19615,0.18106,0.20325,0.11196,0.18894,0.13885,0
1.5647,6.8451,0.78047,1.4762,1.6804,3.6375,1.159,0.78964,2.1689,1.5743,2.5456,0.60703,2.3667,1.9826,1.2977,3.1436,0.37267,2.3242,1.6484,1.6759,2.7623,2.7914,4.748,3.1627,5.8404,1.4562,4.5261,4.1541,1.7797,1.3747,0.41192,2.5779,1.0092,0.55758,2.3119,0.21012,1.2109,2.4835,1.3863,2.2156,2.819,1.1104,1.4729,1.951,0.84801,1.2323,1.1966,2.2147,0.13964,0.66945,0.89102,0.64801,2.0623,0.63792,0.32905,0.44373,0.86714,0.62469,0.18107,0.33608,0.39728,0.40035,0.37018,0.39971,0.34236,0.74086,1.7645,0.74864,0.53671,0.65548,0.25319,0.22616,0.29753,0.25809,0.22581,0.31517,0.19723,0.019585,0.40625,0.074489,0.65884,0.80867,0.30062,0.32896,0.033609,0.47741,0.054933,0.43534,0.20692,0.27649,0.136,0.39207,0.268,0.4607,0.33974,0.11289,0.42066,0.17005,0.080058,0.11565,0
0.73776,10.977,3.4505,3.7013,4.8778,2.1015,2.0993,2.9497,0.42654,1.3786,1.0854,1.6124,1.1867,1.7357,3.5327,2.63,1.666,2.9831,0.4802,1.3672,3.1639,2.2806,7.1977,3.9813,4.1185,2.8884,5.028,2.8853,1.102,2.4214,3.4824,2.1505,4.365,0.78856,2.3709,3.9226,1.3952,2.2434,2.3228,1.7763,0.23071,0.54903,0.63768,1.6669,0.33356,1.2889,2.44,0.22551,0.65893,1.5076,0.24278,0.78938,0.49373,0.55491,0.36135,1.6156,0.3049,0.93622,0.12152,0.5037,0.50449,0.28868,0.19017,0.57675,0.4257,0.31554,0.66341,0.27599,0.47511,0.73657,0.69591,0.23112,0.14074,0.1077,0.15865,0.29497,0.3147,0.4083,0.15243,0.44919,0.38374,0.34757,0.10527,0.48045,0.3569,0.43157,0.13627,0.16189,0.29782,0.43014,0.51686,0.17362,0.27812,0.37258,0.20516,0.17641,0.069648,0.16947,0.082889,0.10647,0
22.365,17.636,7.2418,3.4584,2.025,9.9718,2.9954,2.5884,1.3132,1.2224,1.5465,8.2791,6.5892,3.4917,1.5569,1.5794,2.2172,1.2468,2.7714,1.0086,2.0466,2.184,1.2918,4.0227,3.1498,1.996,2.0314,2.5799,1.3054,1.7297,1.6102,1.3725,2.1886,1.6092,0.8799,2.8974,2.5051,2.6085,0.55022,1.1779,1.8353,0.89641,0.81148,0.85595,0.26192,0.54475,1.6425,1.2747,1.5956,1.0211,0.73141,0.61534,0.43194,0.6695,0.23498,0.23612,1.0955,0.010394,0.89576,1.074,0.79281,1.0698,0.13091,0.28071,0.79151,0.6149,0.66556,0.22517,0.25426,0.3257,0.70875,0.57888,0.37741,0.58742,0.46893,0.27642,0.3843,0.2984,0.43097,0.17374,0.99843,0.31348,0.53775,0.33833,0.13653,0.31944,0.70769,0.30306,0.34554,0.61383,0.48912,0.44128,0.22979,0.54357,0.394,0.23571,0.5733,0.25453,0.26126,0.35876,0
7.8235,1.8679,4.613,5.527,7.1644,2.8127,3.4791,5.9526,1.011,7.1487,3.4484,1.5535,1.1915,0.76815,0.8197,2.7318,2.0441,3.8626,2.0314,2.1779,1.9505,5.5353,3.9095,5.5539,3.545,4.154,1.7209,4.0792,0.26286,2.8675,1.7211,1.5117,1.2821,0.4819,2.1164,1.2599,1.7405,1.9366,0.55456,0.96587,1.0264,0.78334,1.2421,1.4295,0.70707,1.1748,0.35025,0.92935,0.85957,0.8837,0.80824,0.30589,0.42283,0.57725,0.18967,0.40079,0.14769,1.2664,0.52083,0.74355,0.82998,0.18173,0.18476,0.33566,0.85002,0.21588,0.26074,0.21124,0.58005,0.20045,0.24128,0.3834,0.44497,0.27509,0.13585,0.25441,0.081791,0.42144,0.023601,0.42152,0.28646,0.39972,0.46914,0.34839,0.28227,0.19046,0.0033143,0.42547,0.03411,0.11513,0.29431,0.074527,0.20193,0.13032,0.17155,0.080822,0.11232,0.20055,0.059059,0.1932,0
